Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Security Guard,17163.0,2,High School,0.97,1.0,0.74,High,0.66,0.98,0.87,0.86,0.93,0.89,0.78,0.72,0.26,0.62,general,65025.0,38867.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,69,7,63,PhD,0.89,6,4,Risky
Nurse,11574.0,1,Bachelor's,0.86,0.99,0.08,Low,0.0,0.68,0.55,0.33,0.17,0.47,0.1,0.34,0.38,0.47,health,69742.0,40810.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,52,9,16,None,0.27,8,9,High Growth
AI Engineer,14403.0,2,Master's,0.26,1.35,0.14,Low,0.23,0.18,0.32,0.07,0.03,0.61,0.62,0.53,0.76,0.04,software,275034.0,96390.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,68,4,75,Bachelor,0.3,3,5,Risky
Chef,32875.0,3,Master's,0.86,1.43,0.34,Medium,0.11,0.03,0.1,0.21,0.97,0.67,0.78,0.78,0.54,0.8,general,183032.0,40079.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,82,4,16,Master,0.41,2,7,Risky
Construction Worker,20451.0,3,Bachelor's,0.31,1.06,0.83,High,0.82,0.98,0.41,0.76,0.1,0.78,0.37,0.04,0.36,0.61,construction,102809.0,56840.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,92,9,26,None,0.52,9,9,High Growth
Software Engineer,25741.0,0,Bachelor's,0.92,0.58,0.67,Medium,0.71,0.33,0.39,0.74,0.6,0.67,0.39,0.49,0.99,0.21,software,192433.0,101768.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,77,7,71,Diploma,0.59,4,4,Declining
Retail Worker,16997.0,1,High School,0.29,1.27,0.89,High,0.29,0.08,0.01,0.43,0.41,0.99,0.47,0.26,0.89,0.49,data,466492.0,96251.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,78,6,66,Diploma,0.33,7,3,Stable
Customer Support,31965.0,3,Master's,0.1,0.88,0.94,High,0.59,0.34,0.63,0.91,0.27,0.51,0.96,0.17,0.72,0.61,general,85892.0,59112.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,63,8,20,Bachelor,0.17,7,6,Risky
Construction Worker,25902.0,5,Master's,0.35,0.81,0.87,High,0.22,0.42,0.19,0.01,0.97,0.43,0.97,0.14,0.59,0.2,construction,55600.0,31619.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,89,5,24,None,0.76,4,6,Risky
Security Guard,11885.0,5,Master's,0.58,1.2,0.86,High,0.05,0.1,0.13,0.09,0.18,0.69,0.83,0.41,0.69,0.2,general,78472.0,40613.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,92,9,33,PhD,0.71,2,6,Risky
Construction Worker,21165.0,0,High School,0.35,1.35,0.94,High,0.86,0.07,0.65,0.12,0.01,0.05,0.92,0.91,0.23,0.55,construction,69692.0,50625.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,71,4,14,PhD,0.45,6,5,Stable
Doctor,18712.0,4,Bachelor's,0.5,0.89,0.17,Low,0.79,0.48,0.78,0.43,0.25,0.33,0.08,0.5,0.15,0.81,health,78982.0,45934.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,83,7,67,PhD,0.73,3,8,Declining
Lawyer,35886.0,7,Master's,0.77,1.45,0.64,Medium,0.95,0.57,0.17,0.94,0.87,0.86,0.69,0.62,0.01,0.75,general,127483.0,61825.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,70,5,36,Diploma,0.67,2,6,Risky
Lawyer,20499.0,1,High School,0.26,1.05,0.48,Medium,0.02,0.82,0.88,0.68,0.54,0.96,0.12,0.74,0.13,0.38,general,149709.0,70978.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,51,3,58,Bachelor,0.41,2,4,Stable
AI Engineer,12118.0,1,High School,0.74,0.5,0.12,Low,0.54,0.53,0.64,0.3,0.54,0.19,0.19,0.58,0.69,0.12,software,325635.0,70461.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,94,3,63,None,0.62,3,6,Declining
HR Specialist,25429.0,3,Bachelor's,0.57,0.77,0.46,Medium,0.4,0.18,0.0,0.85,0.72,0.69,0.55,0.7,0.94,0.67,general,105971.0,35969.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,63,7,34,None,0.3,6,5,Risky
HR Specialist,23405.0,2,High School,0.57,0.94,0.52,Medium,0.52,0.86,0.65,0.19,0.06,0.42,0.02,0.32,0.37,0.38,general,183695.0,68533.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,71,6,48,Bachelor,0.47,4,3,High Growth
Data Scientist,17946.0,11,PhD,0.3,0.77,0.35,Medium,0.51,0.15,0.62,0.16,0.58,0.83,0.04,0.42,0.46,0.79,data,571732.0,127823.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,67,5,29,PhD,0.43,7,9,Declining
Doctor,27946.0,14,PhD,0.57,1.29,0.19,Low,0.36,0.09,0.73,0.87,0.97,0.93,0.8,0.64,0.78,0.43,health,147648.0,32215.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,54,3,87,Master,0.78,4,6,High Growth
AI Engineer,26928.0,0,Bachelor's,0.35,0.83,0.24,Low,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45,software,210004.0,78489.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,78,3,66,PhD,0.34,5,7,Stable
Nurse,21872.0,1,Bachelor's,0.39,0.88,0.05,Low,0.46,0.03,0.57,0.51,0.84,0.58,0.32,0.52,0.7,0.09,health,243462.0,44388.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,84,4,75,PhD,0.71,8,6,Stable
Data Scientist,18395.0,9,PhD,0.92,0.8,0.55,Medium,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47,data,580242.0,76336.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,69,6,92,None,0.66,9,8,High Growth
AI Engineer,33168.0,2,Bachelor's,0.08,0.9,0.14,Low,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34,software,151004.0,71809.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,96,4,20,Master,0.72,5,4,Stable
Lawyer,18339.0,1,Bachelor's,0.9,0.77,0.67,Medium,0.83,0.98,0.32,0.24,0.33,0.95,0.33,0.57,0.4,0.4,general,198978.0,64773.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,84,3,14,PhD,0.73,2,4,Declining
AI Engineer,27026.0,4,Bachelor's,0.54,1.35,0.06,Low,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02,software,271934.0,104414.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,56,7,92,Diploma,0.29,7,9,High Growth
AI Engineer,14755.0,3,Bachelor's,0.42,1.03,0.08,Low,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67,software,229209.0,77827.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,84,4,31,None,0.17,9,6,Risky
Security Guard,22176.0,1,High School,0.67,1.4,0.77,High,0.9,0.13,0.66,0.55,0.49,0.31,0.5,0.16,0.37,0.1,general,188280.0,41058.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,99,9,90,Bachelor,0.38,5,5,Stable
HR Specialist,15677.0,0,High School,0.1,0.66,0.33,Medium,0.38,0.84,0.91,0.07,0.63,0.68,0.53,0.67,0.23,0.49,general,181048.0,43918.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,94,9,76,Master,0.66,9,6,Risky
Retail Worker,14118.0,11,PhD,0.09,1.13,0.82,High,0.28,0.47,0.78,0.8,0.65,0.47,0.58,0.39,0.13,0.39,data,330458.0,97659.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,80,8,44,PhD,0.54,9,8,Stable
AI Engineer,14238.0,0,Bachelor's,0.9,1.37,0.27,Low,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63,software,154425.0,100179.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,87,8,97,None,0.7,4,9,Declining
Teacher,8669.0,0,High School,0.86,1.44,0.1,Low,0.31,0.24,0.36,0.91,0.58,0.74,0.49,0.03,0.06,0.54,education,64362.0,54788.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,87,7,74,PhD,0.57,4,6,High Growth
Graphic Designer,15981.0,2,High School,0.22,1.22,0.62,Medium,0.41,0.75,0.4,0.68,0.76,0.99,0.35,0.41,0.17,0.2,general,120765.0,41940.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,90,5,22,Bachelor,0.81,2,6,Declining
Data Scientist,12469.0,0,Bachelor's,0.58,0.57,0.32,Medium,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88,data,366313.0,70889.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,51,9,67,Bachelor,0.36,8,6,High Growth
Retail Worker,9074.0,1,Bachelor's,0.45,0.85,0.91,High,0.76,0.32,0.1,0.07,0.09,0.58,0.05,0.34,0.75,0.29,data,470733.0,60487.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,87,8,12,Master,0.56,8,7,Stable
Security Guard,9683.0,1,High School,0.75,0.75,0.88,High,0.75,0.4,0.21,0.52,0.92,0.64,0.17,0.68,0.43,0.59,general,84728.0,34868.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,69,4,29,Diploma,0.81,6,6,High Growth
Data Scientist,32688.0,8,PhD,0.51,1.31,0.59,Medium,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14,data,710882.0,117488.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,84,6,78,Bachelor,0.67,4,3,Declining
Mechanic,20717.0,3,Bachelor's,0.18,1.3,0.48,Medium,0.33,0.16,0.17,0.66,0.55,0.12,0.11,0.07,0.74,0.71,construction,87694.0,57069.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,83,6,46,Bachelor,0.68,2,3,Declining
Nurse,28173.0,1,High School,0.56,0.58,0.28,Low,0.91,0.7,0.93,0.81,0.83,0.57,0.31,0.22,0.33,0.63,health,80439.0,46492.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,74,6,28,Master,0.81,9,3,Stable
Lawyer,26362.0,12,PhD,0.26,0.97,0.39,Medium,0.59,0.92,0.75,0.67,0.58,0.49,0.19,0.89,0.25,0.09,general,75330.0,54695.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,90,4,21,Bachelor,0.84,4,6,Stable
Nurse,22848.0,2,High School,0.18,0.87,0.06,Low,0.14,0.17,0.05,0.66,0.84,0.37,0.87,0.21,0.33,0.15,health,196403.0,55105.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,59,6,92,PhD,0.25,5,4,Stable
HR Specialist,22419.0,3,Master's,0.42,1.11,0.6,Medium,0.55,0.63,0.94,0.3,0.36,0.72,0.61,0.18,0.38,0.47,general,133207.0,38189.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,86,4,32,Bachelor,0.46,6,5,Stable
Chef,25014.0,1,High School,0.18,1.42,0.6,Medium,0.48,0.68,0.9,0.14,0.25,0.54,0.8,0.04,0.98,0.45,general,68168.0,34774.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,64,7,92,Bachelor,0.85,8,3,High Growth
AI Engineer,16200.0,5,Master's,0.29,0.67,0.25,Low,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7,software,162709.0,67936.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,95,4,30,Bachelor,0.66,2,4,High Growth
Mechanic,31330.0,1,Bachelor's,0.16,1.09,0.66,Medium,0.11,0.47,0.75,0.61,0.1,0.4,0.51,1.0,0.18,0.98,construction,100002.0,33068.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,78,4,32,PhD,0.44,7,3,Declining
Retail Worker,28470.0,1,High School,0.2,0.91,0.85,High,0.21,0.29,0.85,1.0,0.32,0.15,0.79,0.6,0.1,0.95,data,531048.0,74675.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,86,3,85,Bachelor,0.24,9,9,Stable
Software Engineer,23778.0,6,Master's,0.63,0.92,0.52,Medium,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54,software,292446.0,102002.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,91,5,16,Master,0.44,9,5,Declining
HR Specialist,17211.0,0,Bachelor's,0.15,0.98,0.52,Medium,0.49,0.8,0.67,0.13,0.35,0.34,0.57,0.29,0.12,0.65,general,65367.0,40918.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,98,8,74,Diploma,0.64,2,4,High Growth
Teacher,31688.0,11,PhD,0.93,1.47,0.25,Low,0.14,0.85,0.4,0.73,0.53,0.83,0.43,0.06,0.56,0.17,education,112256.0,51962.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,67,9,76,Master,0.84,2,8,High Growth
Doctor,9771.0,7,Master's,0.53,1.05,0.28,Low,0.62,0.3,0.3,0.5,0.87,0.79,0.96,0.07,0.27,0.08,health,98161.0,37040.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,64,9,69,Bachelor,0.13,7,4,High Growth
Research Scientist,18613.0,7,PhD,0.14,0.6,0.19,Low,0.41,0.72,0.49,0.43,0.43,0.87,0.4,0.33,0.34,0.2,data,447828.0,65194.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,66,8,50,Diploma,0.67,4,3,Risky
Financial Analyst,8846.0,7,Master's,0.15,1.41,0.41,Medium,0.9,0.79,0.58,0.67,0.33,0.57,0.29,0.4,0.76,0.24,general,66990.0,62554.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,91,3,55,Diploma,0.41,2,4,Stable
Software Engineer,16837.0,10,PhD,0.38,1.03,0.68,Medium,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32,software,237514.0,49333.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,64,5,44,Master,0.32,5,7,High Growth
Construction Worker,22458.0,2,High School,0.82,1.03,0.78,High,0.66,0.72,0.56,0.06,0.17,0.29,0.28,0.67,0.02,0.76,construction,98979.0,46877.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,80,3,11,Master,0.86,9,5,High Growth
Teacher,30550.0,5,PhD,0.31,1.03,0.1,Low,0.88,0.09,0.44,0.85,0.62,0.29,0.42,0.71,0.97,0.89,education,139431.0,51831.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,53,7,35,None,0.7,9,6,High Growth
Lawyer,33570.0,2,Bachelor's,1.0,0.5,0.31,Medium,0.82,0.2,0.06,0.24,0.43,0.73,0.62,0.24,0.5,0.93,general,68663.0,31741.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,78,3,51,Diploma,0.77,3,6,High Growth
Security Guard,12702.0,0,High School,0.32,1.48,0.88,High,0.06,0.04,0.17,0.73,0.18,0.51,0.09,0.92,0.34,0.91,general,174859.0,68387.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,93,6,59,PhD,0.16,2,5,Risky
Teacher,28747.0,2,Bachelor's,0.01,0.96,0.06,Low,0.91,0.52,0.07,0.11,0.38,0.94,0.69,0.87,0.37,0.04,education,148554.0,50776.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,50,6,96,None,0.64,9,5,Stable
Teacher,21048.0,12,PhD,0.02,1.45,0.14,Low,0.01,0.69,0.98,0.97,0.16,0.18,0.57,0.64,0.74,0.18,education,148024.0,50490.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,93,8,63,Diploma,0.83,9,8,Risky
Data Scientist,30613.0,2,High School,0.64,1.35,0.52,Medium,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2,data,494001.0,106501.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,52,7,19,Diploma,0.38,7,8,Declining
Research Scientist,11109.0,7,Master's,0.25,0.8,0.14,Low,0.42,0.1,0.04,0.67,0.54,0.44,0.63,0.83,0.43,0.64,data,518148.0,126164.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,79,9,83,PhD,0.53,6,8,Stable
Retail Worker,27797.0,2,Master's,0.84,0.93,0.86,High,0.18,0.56,0.98,0.52,0.93,0.41,1.0,0.58,0.04,0.59,data,583027.0,86193.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,64,8,34,Diploma,0.71,3,8,Stable
Construction Worker,13432.0,9,PhD,0.03,1.32,0.77,High,0.8,0.29,0.19,0.97,0.36,0.6,0.61,0.56,0.91,0.67,construction,146749.0,49768.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,51,7,77,Bachelor,0.46,9,3,Stable
HR Specialist,23654.0,0,Bachelor's,0.86,0.68,0.52,Medium,0.95,0.63,0.82,0.65,0.84,0.94,0.27,0.17,0.48,0.7,general,157422.0,62591.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,90,3,52,None,0.16,2,6,Declining
Construction Worker,26165.0,3,Bachelor's,0.0,0.84,0.94,High,0.69,0.4,0.19,0.36,0.17,0.11,0.91,1.0,0.16,0.05,construction,91764.0,36891.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,86,9,49,PhD,0.66,9,9,High Growth
Mechanic,26989.0,7,PhD,0.46,0.7,0.42,Medium,0.2,0.77,0.71,0.63,0.39,0.91,0.97,0.17,0.22,0.53,construction,123663.0,41558.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,79,8,36,None,0.58,6,6,Risky
Security Guard,10304.0,0,Bachelor's,0.44,1.08,0.83,High,0.33,0.54,0.96,0.21,0.65,0.04,0.07,0.55,0.1,0.02,general,137226.0,51903.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,64,9,85,None,0.72,4,8,Declining
Lawyer,11536.0,8,PhD,0.56,1.2,0.38,Medium,0.67,0.18,0.61,0.41,0.65,1.0,0.94,0.0,0.89,0.07,general,108916.0,56738.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,97,8,88,PhD,0.17,6,8,Stable
Mechanic,20741.0,4,Bachelor's,0.28,0.88,0.34,Medium,0.11,0.73,0.94,0.61,0.72,0.76,0.26,0.05,0.0,0.35,construction,100686.0,44500.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,83,5,78,None,0.76,8,5,Stable
Teacher,16634.0,11,PhD,0.06,0.68,0.08,Low,0.91,0.14,0.54,0.59,0.54,0.1,0.32,0.05,0.4,0.19,education,115015.0,39906.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,65,7,43,PhD,0.48,9,6,High Growth
Customer Support,25285.0,1,High School,0.69,1.03,0.81,High,0.39,0.84,0.22,0.73,0.76,0.42,0.3,0.47,0.09,0.05,general,91254.0,55451.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,93,7,14,PhD,0.43,7,9,Declining
Security Guard,7626.0,1,Bachelor's,0.19,1.0,0.91,High,0.24,0.94,0.95,0.96,0.84,0.36,0.07,0.57,0.56,0.85,general,129378.0,30976.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,98,4,83,Master,0.73,5,3,High Growth
Chef,27165.0,0,Bachelor's,0.51,0.85,0.37,Medium,0.0,0.51,0.56,0.82,0.5,0.92,0.63,0.84,0.15,0.86,general,148752.0,58385.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,92,5,64,Bachelor,0.59,7,4,Declining
Security Guard,10786.0,1,Bachelor's,0.17,0.69,0.93,High,0.03,0.46,0.31,0.67,0.84,0.36,0.43,0.98,0.78,0.9,general,127024.0,65930.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,50,5,52,Master,0.4,5,5,Stable
Retail Worker,18542.0,7,Master's,0.23,0.91,0.88,High,0.11,0.27,0.05,0.43,0.83,0.02,0.68,0.93,0.24,0.69,data,407298.0,61384.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,86,8,90,Diploma,0.42,3,8,Risky
Software Engineer,11574.0,0,High School,0.96,0.73,0.34,Medium,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44,software,344711.0,47209.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,59,7,35,Bachelor,0.57,3,7,Risky
Nurse,24365.0,0,High School,0.29,0.71,0.12,Low,0.09,0.35,0.04,0.19,0.75,0.33,0.67,0.72,0.58,0.96,health,144847.0,47477.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,91,7,23,Bachelor,0.23,7,4,Declining
Graphic Designer,24238.0,7,Master's,0.74,1.46,0.64,Medium,0.17,0.33,0.17,0.6,0.71,0.32,0.54,0.69,0.42,0.85,general,69469.0,38209.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,55,7,32,Diploma,0.72,7,5,Declining
Customer Support,11869.0,7,PhD,0.06,1.12,0.76,High,0.56,0.96,0.88,0.4,0.29,0.23,0.53,0.11,0.55,0.0,general,198342.0,70582.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,61,4,29,Bachelor,0.51,4,8,Declining
Graphic Designer,35661.0,3,Bachelor's,0.22,1.47,0.59,Medium,0.35,0.09,0.52,0.21,0.54,0.84,0.62,0.63,0.54,0.93,general,203082.0,71649.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,99,4,76,Bachelor,0.49,4,5,Stable
Customer Support,25674.0,12,PhD,0.51,0.81,0.81,High,0.19,0.64,0.5,0.1,0.2,0.48,0.89,0.57,0.68,0.34,general,152650.0,33208.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,94,5,55,None,0.67,3,5,High Growth
